COM_AV,COM_AP,NCC_AV,NCC_AP
02811,02439,VILLERS EN PRAYERES,SEPTVALLONS
02771,02439,VAUXCERE,SEPTVALLONS
49116,49018,CUON,BAUGE EN ANJOU
01137,01426,CUISIAT,VAL REVERMONT
01182,01338,GROSLEE,GROSLEE SAINT BENOIT
01271,01286,NATTAGES,PARVES ET NATTAGES
01300,01204,POIZAT,POIZAT LALLEYRIAT
01312,01426,PRESSIAT,VAL REVERMONT
01340,01015,SAINT BOIS,ARBOYS EN BUGEY
02026,02458,ARTONGES,DHUYS ET MORIN EN BRIE
02147,02458,CELLE SOUS MONTMIRAIL,DHUYS ET MORIN EN BRIE
02161,02053,CHAPELLE MONTHODON,VALLEES EN CHAMPAGNE
02325,02458,FONTENELLE EN BRIE,DHUYS ET MORIN EN BRIE
02348,02439,GLENNES,SEPTVALLONS
02479,02439,MERVAL,SEPTVALLONS
02597,02439,PERLES,SEPTVALLONS
02646,02439,REVILLON,SEPTVALLONS
02669,02053,SAINT AGNAN,VALLEES EN CHAMPAGNE
12114,12076,GRAND VABRE,CONQUES EN ROUERGUE
12123,12270,LAPANOUSE,SEVERAC D AVEYRON
14388,14762,MAISONCELLES LA JOURDAN,VIRE NORMANDIE
14255,14061,ETOUVY,SOULEUVRE EN BOCAGE
14155,14371,CHEFFREVILLE TONNENCOURT,LIVAROT PAYS D AUGE
14156,14726,CHENEDOLLE,VALDALLIERE
14187,14762,COULONCES,VIRE NORMANDIE
14210,14371,CROUPTE,LIVAROT PAYS D AUGE
14222,14726,DESERT,VALDALLIERE
14253,14726,ESTRY,VALDALLIERE
14259,14371,FAMILLY,LIVAROT PAYS D AUGE
12126,12270,LAVERNHE,SEVERAC D AVEYRON
14262,14061,FERRIERE AU DOYEN,SOULEUVRE EN BOCAGE
14264,14061,FERRIERE HARANG,SOULEUVRE EN BOCAGE
14265,14371,FERVAQUES,LIVAROT PAYS D AUGE
14317,14061,GRAVERIE,SOULEUVRE EN BOCAGE
14330,14371,HEURTEVENT,LIVAROT PAYS D AUGE
14356,14543,LASSON,ROTS
14361,14174,LENAULT,CONDE EN NORMANDIE
14154,14570,CHAPELLE YVON,VALORBIQUET
14153,14576,CHAPELLE HAUTE GRUE,VAL DE VIE
14152,14174,CHAPELLE ENGERBOLD,CONDE EN NORMANDIE
14148,14371,CERQUEUX,LIVAROT PAYS D AUGE
12173,12076,NOAILHAC,CONQUES EN ROUERGUE
12196,12270,RECOULES PREVINQUIERES,SEVERAC D AVEYRON
12218,12076,SAINT CYPRIEN SUR DOURDOU,CONQUES EN ROUERGUE
12245,12021,SAINT SALVADOU,BAS SEGALA
12271,12120,SEVERAC L EGLISE,LAISSAC SEVERAC L EGLISE
12285,12021,VABRE TIZAC,BAS SEGALA
14028,14371,AUQUAINVILLE,LIVAROT PAYS D AUGE
14029,14371,AUTELS SAINT BAZILE,LIVAROT PAYS D AUGE
14052,14061,BEAULIEU,SOULEUVRE EN BOCAGE
14058,14371,BELLOU,LIVAROT PAYS D AUGE
14065,14726,BERNIERES LE PATRY,VALDALLIERE
14105,14576,BREVIERE,VAL DE VIE
14113,14726,BURCY,VALDALLIERE
14115,14061,BURES LES MONTS,SOULEUVRE EN BOCAGE
14129,14061,CAMPEAUX,SOULEUVRE EN BOCAGE
14139,14061,CARVILLE,SOULEUVRE EN BOCAGE
24310,24028,NOJALS ET CLOTTE,BEAUMONTOIS EN PERIGORD
04100,04120,LARCHE,VAL D ORONAYE
24363,24035,SAINT AMAND DE BELVES,PAYS DE BELVES
41133,41173,MEMBROLLES,BEAUCE LA ROMAINE
41183,41173,PRENOUVELLON,BEAUCE LA ROMAINE
41244,41173,SEMERVILLE,BEAUCE LA ROMAINE
41264,41173,TRIPLEVILLE,BEAUCE LA ROMAINE
41270,41173,VERDES,BEAUCE LA ROMAINE
42114,42039,JEANSAGNIERE,CHALMAZEL JEANSAGNIERE
43081,43245,CROISANCES,THORAS
43255,43090,VAZEILLES PRES SAUGUES,ESPLANTAS VAZEILLES
44008,44029,BARBECHAT,DIVATTE SUR LOIRE
45192,45191,MANCHECOURT,MALESHERBOIS
44011,44213,BELLIGNE,LOIREAUXENCE
44034,44213,CHAPELLE SAINT SAUVEUR,LOIREAUXENCE
44040,44005,CHEMERE,CHAUMES EN RETZ
44059,44021,FRESNAY EN RETZ,VILLENEUVE EN RETZ
44060,49160,FRESNE SUR LOIRE,INGRANDES LE FRESNE SUR LOIRE
44147,44213,ROUXIERE,LOIREAUXENCE
44181,44087,SAINT MEME LE TENU,MACHECOUL SAINT MEME
45057,45191,LABROSSE,MALESHERBOIS
45106,45191,COUDRAY,MALESHERBOIS
41056,41173,COLOMBE,BEAUCE LA ROMAINE
41023,41151,BOURRE,MONTRICHARD VAL DE CHER
38028,38001,BATIE DIVISIN,ABRETS EN DAUPHINE
38165,38001,FITILIEU,ABRETS EN DAUPHINE
38262,38439,MORETEL DE MAILLES,CRETS EN BELLEDONNE
38506,38022,THUELLIN,AVENIERES VEYRINS THUELLIN
38541,38022,VEYRINS THUELLIN,AVENIERES VEYRINS THUELLIN
39213,39329,ESSERVAL COMBE,MIEGES
39294,39368,LEZAT,HAUTS DE BIENNE
39340,39329,MOLPRE,MIEGES
39371,39368,MOUILLE,HAUTS DE BIENNE
39482,39017,SAINT GERMAIN LES ARLAY,ARLAY
45190,45191,MAINVILLIERS,MALESHERBOIS
36245,36202,VILLERS LES ORMES,SAINT MAUR
49049,49138,BRION,BOIS D ANJOU
48172,48116,SAINT MAURICE DE VENTALON,PONT DE MONTVERT SUD MONT LOZERE
49004,49307,ANDARD,LOIRE AUTHION
49005,49176,ANDIGNE,LION D ANGERS
49019,49307,BAUNE,LOIRE AUTHION
49025,49163,BEAUVAU,JARZE VILLAGES
49031,49018,BOCE,BAUGE EN ANJOU
49032,49307,BOHALLE,LOIRE AUTHION
49042,49307,BRAIN SUR L AUTHION,LOIRE AUTHION
49059,49373,CERQUEUX SOUS PASSAVANT,LYS HAUT LAYON
45221,45191,NANGEVILLE,MALESHERBOIS
49066,49345,CHAMP SUR LAYON,BELLEVIGNE EN LAYON
49079,49018,CHARTRENE,BAUGE EN ANJOU
49084,49163,CHAUMONT D ANJOU,JARZE VILLAGES
49095,49067,CHENILLE CHANGE,CHENILLE CHAMPTEUSSE
49097,49018,CHEVIRE LE ROUGE,BAUGE EN ANJOU
49101,49018,CLEFS VAL D ANJOU,BAUGE EN ANJOU
48162,48166,SAINT JULIEN D ARPAON,CANS ET CEVENNES
48134,48152,SAINT ANDEOL DE CLERGUEMORT,VENTALON EN CEVENNES
49106,49307,CORNE,LOIRE AUTHION
48066,48116,FRAISSINET DE LOZERE,PONT DE MONTVERT SUD MONT LOZERE
45236,45191,ORVEAU BELLESAUVE,MALESHERBOIS
46019,46138,BEAUMAT,COEUR DE CAUSSE
46048,46311,CALVIAC,SOUSCEYRAC EN QUERCY
46071,46311,COMIAC,SOUSCEYRAC EN QUERCY
46110,46138,FONTANES DU CAUSSE,COEUR DE CAUSSE
46141,46311,LACAM D OURCET,SOUSCEYRAC EN QUERCY
46150,46311,LAMATIVIE,SOUSCEYRAC EN QUERCY
46275,46252,SAINT MARTIN DE VERS,PECHS DU VERS
46287,46103,SAINT PAUL DE LOUBRESSAC,SAINT PAUL FLAUGNAC
46291,46138,SAINT SAUVEUR LA VALLEE,COEUR DE CAUSSE
46325,46138,VAILLAC,COEUR DE CAUSSE
48033,48017,CANILHAC,BANASSAC CANILHAC
48049,48099,CHIRAC,BOURGS SUR COLAGNE
48062,48105,FONTANES,NAUSSAC FONTANES
38021,38225,AUTRANS,AUTRANS MEAUDRE EN VERCORS
44004,44222,ANETZ,ROCHE BLANCHE
27159,27112,CINTRAY,BRETEUIL
27160,27213,CIVIERES,VEXIN SUR EPTE
27195,27578,DAME MARIE,SAINTE MARIE D ATTEZ
27197,27213,DAMPSMESNIL,VEXIN SUR EPTE
27211,27191,ECARDENVILLE SUR EURE,CLEF VALLEE D EURE
27221,27049,EPINAY,MESNIL EN OUCHE
27305,27112,GUEROULDE,BRETEUIL
27250,27191,FONTAINE HEUDEBOURG,CLEF VALLEE D EURE
27255,27213,FONTENAY EN VEXIN,VEXIN SUR EPTE
27257,27213,FORET LA FOLIE,VEXIN SUR EPTE
27262,27213,FOURGES,VEXIN SUR EPTE
27264,27213,FOURS EN VEXIN,VEXIN SUR EPTE
27283,27049,GISAY LA COUDRE,MESNIL EN OUCHE
27292,27049,GOUTTIERES,MESNIL EN OUCHE
27296,27049,GRANCHAIN,MESNIL EN OUCHE
27128,27213,CANTIERS,VEXIN SUR EPTE
27122,27213,CAHAIGNES,VEXIN SUR EPTE
27121,27213,BUS SAINT REMY,VEXIN SUR EPTE
24497,24028,SAINTE SABINE BORN,BEAUMONTOIS EN PERIGORD
25076,25434,BONNEVAUX LE PRIEURE,ORNANS
25509,25438,ROUTELLE,OSSELLE ROUTELLE
25530,25529,SANCEY LE LONG,SANCEY
36183,36229,SAINTE CECILE,VAL FOUZON
26187,26001,MOLIERES GLANDAZ,SOLAURE EN DIOIS
26366,26179,VEAUNES,MERCUROL VEAUNES
27007,27049,AJOU,MESNIL EN OUCHE
27041,27049,BARRE EN OUCHE,MESNIL EN OUCHE
27060,27213,BERTHENONVILLE,VEXIN SUR EPTE
27088,27049,BOSC RENOULT EN OUCHE,MESNIL EN OUCHE
27308,27213,GUITRY,VEXIN SUR EPTE
28361,28015,BLEURY SAINT SYMPHORIEN,AUNEAU BLEURY SAINT SYMPHORIEN
27688,27693,VILLALET,SYLVAINS LES MOULINS
28258,28422,MONTAINVILLE,VILLAGES VOVEENS
28266,28168,MONTLOUET,GALLARDON
28297,28383,PEZY,THEUVILLE
28320,28422,ROUVRAY SAINT FLORENTIN,VILLAGES VOVEENS
28402,28254,VERIGNY,MITTAINVILLIERS VERIGNY
27653,27213,TOURNY,VEXIN SUR EPTE
28416,28422,VILLENEUVE SAINT NICOLAS,VILLAGES VOVEENS
29052,29003,ESQUIBIEN,AUDIERNE
29127,29266,LOC EGUINER SAINT THEGONNEC,SAINT THEGONNEC LOC EGUINER
32168,32079,LABARRERE,CASTELNAU D AUZAN LABARRERE
33495,33018,SALIGNAC,VAL DE VIRVEE
36151,36229,PARPECAY,VAL FOUZON
27356,27049,JONQUERETS DE LIVET,MESNIL EN OUCHE
27687,27022,VIEUX VILLEZ,VAL D HAZEY
33371,33018,SAINT ANTOINE,VAL DE VIRVEE
27519,27022,SAINTE BARBE SUR GAILLON,VAL D HAZEY
27362,27049,LANDEPEREUSE,MESNIL EN OUCHE
27449,27213,PANILLEUSE,VEXIN SUR EPTE
27484,27277,QUESSIGNY,BARONNIE
27499,27049,ROUSSIERE,MESNIL EN OUCHE
27506,27011,SAINT AMAND DES HAUTES TERRES,AMFREVILLE SAINT AMAND
27513,27049,SAINT AUBIN DES HAYES,MESNIL EN OUCHE
27515,27049,SAINT AUBIN LE GUICHARD,MESNIL EN OUCHE
27526,27107,SAINTE CROIX SUR AIZIER,BOURNEVILLE SAINTE CROIX
27566,27049,SAINTE MARGUERITE EN OUCHE,MESNIL EN OUCHE
27573,27578,SAINT NICOLAS D ATTEZ,SAINTE MARIE D ATTEZ
27596,27049,SAINT PIERRE DU MESNIL,MESNIL EN OUCHE
27628,27049,THEVRAY,MESNIL EN OUCHE
49265,49292,SAINT AUBIN DE LUIGNE,VAL DU LAYON
38145,38359,DIONAY,SAINT ANTOINE L ABBAYE
49043,49367,BRAIN SUR LONGUENEE,ERDRE EN ANJOU
49148,49367,GENE,ERDRE EN ANJOU
49249,49367,POUEZE,ERDRE EN ANJOU
49273,49301,SAINT CRESPIN SUR MOINE,SEVREMOINE
49285,49301,SAINT GERMAIN SUR MOINE,SEVREMOINE
49295,49244,SAINT LAURENT DE LA PLAINE,MAUGES SUR LOIRE
49281,49092,SAINT GEORGES DES GARDES,CHEMILLE EN ANJOU
49296,49069,SAINT LAURENT DES AUTELS,OREE D ANJOU
49276,49244,SAINT FLORENT LE VIEIL,MAUGES SUR LOIRE
49258,49301,RENAUDIERE,SEVREMOINE
49270,49069,SAINT CHRISTOPHE LA COUPERIE,OREE D ANJOU
49268,49092,SAINTE CHRISTINE,CHEMILLE EN ANJOU
49264,49301,SAINT ANDRE DE LA MARCHE,SEVREMOINE
49263,49301,ROUSSAY,SEVREMOINE
49300,49092,SAINT LEZIN,CHEMILLE EN ANJOU
49252,49218,PUISET DORE,MONTREVAULT SUR EVRE
49297,49244,SAINT LAURENT DU MOTTAY,MAUGES SUR LOIRE
49375,49023,VILLEDIEU LA BLOUERE,BEAUPREAU EN MAUGES
49312,49023,SAINT PHILBERT EN MAUGES,BEAUPREAU EN MAUGES
49313,49218,SAINT PIERRE MONTLIMART,MONTREVAULT SUR EVRE
49314,49218,SAINT QUENTIN EN MAUGES,MONTREVAULT SUR EVRE
49316,49218,SAINT REMY EN MAUGES,MONTREVAULT SUR EVRE
49320,49069,SAINT SAUVEUR DE LANDEMONT,OREE D ANJOU
49324,49218,SALLE ET CHAPELLE AUBRY,MONTREVAULT SUR EVRE
49325,49092,SALLE DE VIHIERS,CHEMILLE EN ANJOU
49349,49301,TILLIERES,SEVREMOINE
49350,49301,TORFOU,SEVREMOINE
49351,49092,TOURLANDRY,CHEMILLE EN ANJOU
49360,49069,VARENNE,OREE D ANJOU
70281,70418,GREUCOURT,ROMAINE
70551,70418,VEZET,ROMAINE
49239,49023,PIN EN MAUGES,BEAUPREAU EN MAUGES
49243,49023,POITEVINIERE,BEAUPREAU EN MAUGES
49074,49092,CHAPELLE ROUSSELIN,CHEMILLE EN ANJOU
49225,49092,NEUVY EN MAUGES,CHEMILLE EN ANJOU
49137,49218,FIEF SAUVIN,MONTREVAULT SUR EVRE
49006,49023,ANDREZE,BEAUPREAU EN MAUGES
49024,49244,BEAUSSE,MAUGES SUR LOIRE
49033,49218,BOISSIERE SUR EVRE,MONTREVAULT SUR EVRE
49034,49244,BOTZ EN MAUGES,MAUGES SUR LOIRE
49039,49244,BOURGNEUF EN MAUGES,MAUGES SUR LOIRE
49040,49069,BOUZILLE,OREE D ANJOU
49071,49092,CHANZEAUX,CHEMILLE EN ANJOU
49072,49023,CHAPELLE DU GENET,BEAUPREAU EN MAUGES
49075,49244,CHAPELLE SAINT FLORENT,MAUGES SUR LOIRE
49083,49218,CHAUDRON EN MAUGES,MONTREVAULT SUR EVRE
49085,49218,CHAUSSAIRE,MONTREVAULT SUR EVRE
49111,49092,COSSE D ANJOU,CHEMILLE EN ANJOU
49212,49244,MONTJEAN SUR LOIRE,MAUGES SUR LOIRE
49126,49069,DRAIN,OREE D ANJOU
49145,49218,FUILET,MONTREVAULT SUR EVRE
49177,49069,LIRE,OREE D ANJOU
49206,49301,MONTFAUCON MONTIGNE,SEVREMOINE
49204,49244,MESNIL EN VALLEE,MAUGES SUR LOIRE
49199,49092,MELAY,CHEMILLE EN ANJOU
49190,49244,MARILLAIS,MAUGES SUR LOIRE
49146,49092,GARDES,CHEMILLE EN ANJOU
49179,49301,LONGERON,SEVREMOINE
49172,49069,LANDEMONT,OREE D ANJOU
49169,49092,JUMELLIERE,CHEMILLE EN ANJOU
49165,49023,JUBAUDIERE,BEAUPREAU EN MAUGES
49162,49023,JALLAIS,BEAUPREAU EN MAUGES
49153,49092,VALANJOU,CHEMILLE EN ANJOU
49151,49023,GESTE,BEAUPREAU EN MAUGES
08267,08145,MAIRY,DOUZY
68003,68106,ALTENBACH,GOLDBACH ALTENBACH
55098,55473,CHAMPLON,SAULX LES CHAMPLON
14017,14352,ANNEBECQ,LANDELLES ET COUPIGNY
08093,08344,CERLEAU,PREZ
60607,60668,SAUQUEUSE SAINT LUCIEN,VERDEREL LES SAUQUEUSE
71138,71578,CLUX,CLUX VILLENEUVE
61410,61486,SAINT JEAN DES BOIS,TINCHEBRAY BOCAGE
01440,01283,VEYZIAT,OYONNAX
73264,73263,SAINT OFFENGE DESSUS,SAINT OFFENGE
72318,72137,SAINT RIGOMER DES BOIS,VILLENEUVE EN PERSEIGNE
72258,72137,ROULLEE,VILLENEUVE EN PERSEIGNE
72162,72137,LIGNIERES LA CARELLE,VILLENEUVE EN PERSEIGNE
72069,72137,CHASSE,VILLENEUVE EN PERSEIGNE
61513,61486,YVRANDES,TINCHEBRAY BOCAGE
61511,61375,VRIGNY,BOISCHAMPRE
61417,61375,SAINT LOYER DES CHAMPS,BOISCHAMPRE
72207,72137,MONTIGNY,VILLENEUVE EN PERSEIGNE
61377,61486,SAINT CORNIER DES LANDES,TINCHEBRAY BOCAGE
61223,61486,LARCHAMP,TINCHEBRAY BOCAGE
61177,61486,FRENES,TINCHEBRAY BOCAGE
61109,61292,CLAIREFOUGERE,MONTSECRET CLAIREFOUGERE
61031,61486,BEAUCHENE,TINCHEBRAY BOCAGE
60417,60570,MONTHERLANT,SAINT CREPIN IBOUVILLERS
50424,50456,RANCOUDRAY,SAINT CLEMENT RANCOUDRAY
09248,09299,ROGALLE,SOUEIX ROGALLE
38024,38152,BADINIERES,ECLOSE BADINIERES
28069,28185,CHAMPAGNE,GOUSSAINVILLE
25034,25035,AUXON DESSOUS,AUXONS
14178,14474,CORBON,NOTRE DAME D ESTREES CORBON
61249,61375,MARCEI,BOISCHAMPRE
53070,53003,CIGNE,AMBRIERES LES VALLEES
53149,53127,MELLERAY LA VALLEE,LASSAY LES CHATEAUX
53166,53127,NIORT LA FONTAINE,LASSAY LES CHATEAUX
53020,53127,BAROCHE GONDOUIN,LASSAY LES CHATEAUX
05002,05139,AGNIERES EN DEVOLUY,DEVOLUY
05042,05139,CLUSE,DEVOLUY
05138,05139,SAINT DISDIER,DEVOLUY
39256,39198,GOUX,DOLE
49016,49328,BAGNEUX,SAUMUR
49118,49328,DAMPIERRE SUR LOIRE,SAUMUR
49287,49328,SAINT HILAIRE SAINT FLORENT,SAUMUR
49293,49328,SAINT LAMBERT DES LEVEES,SAUMUR
52078,52121,BROTTES,CHAUMONT
64076,64300,AUDEJOS,LACQ
70139,70283,CHATEAU LAMBERT,HAUT DU THEM CHATEAU LAMBERT
04038,04208,CARNIOL,SIMIANE LA ROTONDE
04232,04208,VALSAINTES,SIMIANE LA ROTONDE
35043,35068,BROONS SUR VILAINE,CHATEAUBOURG
35298,35068,SAINT MELAINE,CHATEAUBOURG
53268,53079,VAUCE,COUESMES VAUCE
63217,63303,MAYRAND,ROCHE CHARLES LA MAYRAND
71476,71481,SAINT ROMAIN DES ILES,SAINT SYMPHORIEN D ANCELLES
76108,76095,BOIS GUILLAUME BIHOREL,BIHOREL
79036,79196,BILAZAIS,PLAINE ET VALLEES
79169,79196,MAULAIS,BRIE
79194,79196,NOIZE,PLAINE ET VALLEES
55298,55138,LOISEY CULEY,CULEY
55354,55060,MONT VILLERS,BONZEE
86057,86233,CHAPELLE MORTHEMER,VALDIVIENNE
55576,55457,WADONVILLE EN WOEVRE,SAINT HILAIRE EN WOEVRE
55337,55060,MESNIL SOUS LES COTES,BONZEE
55091,55457,BUTGNEVILLE,SAINT HILAIRE EN WOEVRE
67518,67122,WANGENBOURG,WANGENBOURG ENGENTHAL
57699,57695,VAUDONCOURT,VARIZE
52046,52187,BETTONCOURT LE HAUT,EPIZON
52379,52187,PAUTAINES AUGEVILLE,EPIZON
04014,04109,AUGES,MALLEFOUGASSE AUGES
57608,57542,SAINT BERNARD,PIBLANGE
88282,88176,MAGNY,FONTENOY LE CHATEAU
71114,71263,CHATEAURENAUD,LOUHANS
69025,69248,BOURG DE THIZY,THIZY LES BOURGS
69041,69248,CHAPELLE DE MARDORE,THIZY LES BOURGS
69129,69248,MARNAND,THIZY LES BOURGS
69144,69208,NUELLES,SAINT GERMAIN NUELLES
71467,71014,SAINT PANTALEON,AUTUN
79353,79030,VITRE,BEAUSSAIS VITRE
79356,79242,VOULTEGON,VOULMENTIN
69128,69248,MARDORE,THIZY LES BOURGS
25080,25486,BOUJEONS,REMORAY BOUJEONS
05020,05132,BENEVENT ET CHARBILLAC,SAINT BONNET EN CHAMPSAUR
05067,05132,INFOURNAS,SAINT BONNET EN CHAMPSAUR
25603,25463,VERMONDANS,PONT DE ROIDE
42144,42147,MOINGT,MONTBRISON
22382,22190,TRIGAVOU,PLESLIN TRIGAVOU
22329,22118,SAINT SOLEN,LANVALLAY
22374,22118,TRESSAINT,LANVALLAY
38251,38348,MONTCEAU,RUY
52332,52465,VAL DE MEUSE,SAULXURES
52504,52124,TERRE NATALE,CHEZEAUX
76095,76108,BIHOREL,BOIS GUILLAUME BIHOREL
52031,52278,AUTREVILLE SUR LA RENNE,LAVILLENEUVE AU ROI
28042,28015,BLEURY,AUNEAU BLEURY SAINT SYMPHORIEN
14199,14621,CRESSONNIERE,SAINT MARTIN DE BIENFAITE LA CRESSONNIERE
52096,52125,CHAMARANDES,CHAMARANDES CHOIGNES
98512,97606,MTSAMBORO,CHIRONGUI
98511,97614,MAMOUDZOU,OUANGANI
98513,97606,M TSANGAMOUJI,CHIRONGUI
98510,97617,KOUNGOU,TSINGONI
98509,97617,KANI KELI,TSINGONI
98517,97602,TSINGONI,BANDRABOUA
98516,97615,SADA,PAMANDZI
98515,97617,PAMANDZI,TSINGONI
98514,97607,OUANGANI,DEMBENI
98502,97616,BANDRABOUA,SADA
98505,97604,CHICONI,BOUENI
98504,97601,BOUENI,ACOUA
98503,97617,BANDRELE,TSINGONI
98501,97608,ACOUA,DZAOUDZI
98507,97607,DEMBENI,DEMBENI
98508,97606,DZAOUDZI,CHIRONGUI
98506,97603,CHIRONGUI,BANDRELE
35020,35130,BAZOUGES SOUS HEDE,HEDE
55147,55094,DARMONT,BUZY DARMONT
39358,39479,MONTMALIN,SAINT CYR MONTMALIN
24275,24549,MONBOS,THENAC
24342,24549,PUYGUILHEM,THENAC
24250,24168,MANDACOU,PLAISANCE
24173,24168,FALGUEYRAT,PLAISANCE
59248,59183,FORT MARDYCK,DUNKERQUE
59380,59183,MARDYCK,DUNKERQUE
59540,59183,SAINT POL SUR MER,DUNKERQUE
17088,17013,CHAPELLE BATON,ANTEZANT LA CHAPELLE
80309,80566,FIEFFES,FIEFFES MONTRELET
21668,21667,VERONNES LES PETITES,VERONNES
79097,79031,CORMENIER,BEAUVOIR SUR NIORT
52382,52158,PERCEY SOUS MONTORMENTIER,CUSEY
21551,21084,SAINT GERMAIN SOURCE SEINE,SOURCE SEINE
60202,60537,DRESLINCOURT,RIBECOURT DRESLINCOURT
23163,23220,ROCHETTE,SAINT MEDARD LA ROCHETTE
31483,31300,SAINT GAUDENS,LIEOUX
89387,89326,SENS,ROSOY
39580,39049,VISENEY,BERSAILLIN
62119,62847,BETHUNE,VERQUIGNEUL
42263,42239,SAINT MAURICE SUR LOIRE,SAINT JEAN SAINT MAURICE SUR LOIRE
39067,39049,BOUCHAUD,BERSAILLIN
35130,35317,HEDE,SAINT SYMPHORIEN
25352,25288,LUISANS,FOURNETS LUISANS
44177,44131,SAINTE MARIE,PORNIC
53183,53160,POULAY,MONTREUIL POULAY
63361,63103,SAINT HIPPOLYTE,CHATEL GUYON
81107,81132,GUITALENS,GUITALENS L ALBAREDE
74113,74220,ESERY,REIGNIER ESERY
50303,50216,MESNIL ANGOT,GRAIGNES MESNIL ANGOT
04117,04040,MELAN,CASTELLARD MELAN
39524,39367,TANCUA,MORBIER
67242,67057,KIRRWILLER BOSSELSHAUSEN,BOSSELSHAUSEN
80370,80369,FROHEN LE PETIT,FROHEN SUR AUTHIE
74125,74010,FERRIERES,ANNECY
79037,79013,BOESSE,ARGENTON LES VALLEES
79305,79013,SANZAY,ARGENTON LES VALLEES
53024,53062,BAZOUGES,CHATEAU GONTIER
51136,51201,CHATILLON SUR MARNE,CUISLES
39374,39436,MOUTAINE,PONT D HERY
39231,39436,FONTENY,PONT D HERY
19224,19034,SAINT MATHURIN LEOBAZEL,CAMPS SAINT MATHURIN LEOBAZEL
14149,14482,CESNY AUX VIGNES OUEZY,OUEZY
74017,74077,ARCINE,CLARAFOND ARCINE
52359,52495,NULLY TREMILLY,TREMILLY
78357,78193,MAINCOURT SUR YVETTE,DAMPIERRE EN YVELINES
07271,07270,SAINT MARTIN L INFERIEUR,SAINT MARTIN SUR LAVEZON
22179,22201,FREHEL,PLEVENON
25037,25036,AVENEY,AVANNE AVENEY
79227,79031,REVETIZON,BEAUVOIR SUR NIORT
55419,55082,RECICOURT,BROCOURT EN ARGONNE
17014,17332,ANTIGNAC,SAINT GEORGES ANTIGNAC
89055,89288,BRIENON SUR ARMANCON,PAROY EN OTHE
47157,47163,MARMANDE,MAUVEZIN SUR GUPIE
09112,09107,ENGRAVIES,DUN
09191,09107,MERVIEL,DUN
09288,09107,SENESSE DE SENABUGUE,DUN
71211,71443,GEANGES,SAINT LOUP GEANGES
07021,07207,AURIOLLES,SAINT ALBAN AURIOLLES
61254,61167,MARNEFER,FERTE EN OUCHE
26158,26091,LAUX MONTAUX,CHAUVAC LAUX MONTAUX
25158,25524,COLOMBIER CHATELOT,SAINT MAURICE COLOMBIER
47010,47227,ANTAGNAC,RUFFIAC
64269,64439,IDRON OUSSE SENDETS,OUSSE
71543,71353,TOURNUS,PLOTTES
79017,79195,AUBIERS,NUEIL LES AUBIERS
74210,74106,PERRIGNIER,DRAILLANT
85258,85243,SAINT NICOLAS DE BREM,BREM SUR MER
52430,52044,ROCHES SUR ROGNON,ROCHES BETTAINCOURT
49210,49301,MONTIGNE SUR MOINE,SEVREMOINE
50383,50129,OCTEVILLE,CHERBOURG OCTEVILLE
59355,59350,LOMME,LILLE
59298,59350,HELLEMMES LILLE,LILLE
50066,50102,JULLOUVILLE,CAROLLES
85068,85036,CLAYE,BRETONNIERE LA CLAYE
68369,68145,WIHR EN PLAINE,HORBOURG WIHR
61022,61483,BAGNOLES DE L ORNE,BAGNOLES DE L ORNE
53227,53103,SAINT ISLE,GENEST SAINT ISLE
14133,14431,CANON,MEZIDON CANON
10054,10383,VAL D ORVIN,TRANCAULT
01324,01245,RIGNAT,BOHAS MEYRIAT RIGNAT
01048,01245,BOHAS,BOHAS MEYRIAT RIGNAT
52077,52197,BRONCOURT,FAYL BILLOT
52112,52197,CHARMOY,FAYL BILLOT
47243,47112,SAINT GAYRAND,GRATELOUP
77213,77175,GREGY SUR YERRE,EVRY GREGY SUR YERRE
89344,89325,SAINT FARGEAU,RONCHERES
89341,89315,SAINT CYR LES COLONS,PREHY
57011,57675,ALBESTROFF,TORCHEVILLE
01226,01036,LUTHEZIEU,BELMONT LUTHEZIEU
01327,01184,ROMANECHE,HAUTECOURT ROMANECHE
74028,74010,BALMONT,ANNECY
70173,70477,CORCELLES,SAULNOT
70270,70477,GONVILLARS,SAULNOT
59349,59287,LIGNY HAUCOURT,HAUCOURT EN CAMBRESIS
52444,52468,SAINT BLIN SEMILLY,SEMILLY
90068,90068,MEROUX MOVAL,MOVAL
71560,71101,VARENNE SUR LE DOUBS,CHARETTE VARENNES
55227,54602,HAN DEVANT PIERREPONT,HAN DEVANT PIERREPONT
64493,64235,SAINT PALAIS,GARRIS
43209,43239,SAINTE MARIE DES CHAZES,SIAUGUES SAINTE MARIE
16159,16297,GRAVES,GRAVES SAINT AMANT
01287,01079,PASSIN,CHAMPAGNE EN VALROMEY
01217,01079,LILIGNOD,CHAMPAGNE EN VALROMEY
64417,64145,NAY BOURDETTES,BOURDETTES
01070,01165,CESSEINS,AMAREINS FRANCHELEINS CESSEINS
62110,62473,BERGUETTE,ISBERGUES
62575,62473,MOLINGHEM,ISBERGUES
25363,25187,MAMBOUHANS,DAMBELIN
88034,88106,BAN SUR MEURTHE,BAN SUR MEURTHE CLEFCY
27328,27198,HELLENVILLIERS,MESNILS SUR ITON
74132,74014,FRASSE,ARACHES
74281,74166,THONON LES BAINS,MARIN
